repo_id,created_at_first,created_at_last,repo_name,repo_language,repo_description
108311273,2020-01-01 08:00:15,2023-03-31 22:53:35,Azure/azure-sdk-for-js,TypeScript,This repository is for active development of the Azure SDK for JavaScript (NodeJS & Browser). For consumers of the SDK we recommend visiting our public developer docs at https://docs.microsoft.com/en-us/javascript/azure/ or our versioned developer docs at https://azure.github.io/azure-sdk-for-js.
109145553,2020-07-08 03:20:47,2023-03-31 23:59:34,containers/podman,Go,Podman: A tool for managing OCI containers and pods.
109200851,2020-01-02 12:17:51,2023-03-31 23:56:56,microsoft/azuredatastudio,TypeScript,"Azure Data Studio is a data management tool that enables working with SQL Server, Azure SQL DB and SQL DW from Windows, macOS and Linux."
109825187,2020-01-01 09:37:35,2023-02-03 20:05:27,Kaiserreich/Kaiserreich-4,,
110178895,2020-01-01 08:14:35,2023-03-31 23:55:42,brave/brave-browser,JavaScript,"Next generation Brave browser for Android, Linux, macOS, Windows."
110198384,2020-01-01 12:00:48,2023-03-31 23:57:35,brave/brave-core,HTML,"Core engine for the Brave browser for Android, Linux, macOS, Windows. For issues https://github.com/brave/brave-browser/issues"
116167731,2020-01-01 09:10:45,2023-03-31 22:23:11,yuzu-emu/yuzu,C++,Nintendo Switch Emulator
116457726,2020-01-03 03:34:24,2023-03-31 23:41:38,ethereum/ethereum-org-website,JavaScript,Ethereum.org is a primary online resource for the Ethereum community.
117465135,2020-01-01 12:20:50,2023-03-31 22:43:28,zero-to-mastery/start-here-guidelines,Python,"Lets Git started in the world of opensource, starting in the Zero To Mastery's opensource playground. Especially designed for education and practical experience purposes."
119072000,2020-01-02 00:01:06,2023-03-31 23:56:27,MicrosoftDocs/microsoft-365-docs,PowerShell,This repo is used to host the source for the Microsoft 365 documentation on https://docs.microsoft.com.
120896210,2020-01-01 20:39:02,2023-03-31 22:53:31,argoproj/argo-cd,Go,Declarative continuous deployment for Kubernetes.
121470383,2020-01-01 13:56:38,2023-03-31 23:50:24,solana-labs/solana,Rust,"Web-Scale Blockchain for fast, secure, scalable, decentralized apps and marketplaces."
121516035,2020-05-21 18:05:52,2023-03-31 23:30:24,nrfconnect/sdk-nrf,C,nRF Connect SDK main repository
125098880,2020-01-01 10:20:35,2023-03-31 23:42:51,ValveSoftware/Proton,C++,Compatibility tool for Steam Play based on Wine and additional components
126314606,2020-01-01 09:15:00,2023-03-29 22:38:58,mozilla-mobile/fenix,Kotlin,Firefox for Android
128636610,2020-01-01 09:54:30,2023-03-31 23:42:45,Koenkk/zigbee2mqtt,JavaScript,"Zigbee 🐝 to MQTT bridge 🌉, get rid of your proprietary Zigbee bridges 🔨"
129717717,2020-01-01 13:35:43,2023-03-31 23:47:54,grafana/loki,Go,"Like Prometheus, but for logs."
130879558,2020-01-01 19:41:27,2023-03-31 23:57:43,gitpod-io/gitpod,Go,Ready-to-code dev evironments for GitHub and GitLab
133134007,2020-01-01 18:08:39,2023-03-31 23:53:09,OpenAPITools/openapi-generator,Java,"OpenAPI Generator allows generation of API client libraries (SDK generation), server stubs, documentation and configuration automatically given an OpenAPI Spec (v2, v3)"
133442384,2020-01-01 08:03:49,2023-03-31 23:58:23,denoland/deno,Rust,A modern runtime for JavaScript and TypeScript.
133843125,2020-01-01 11:04:15,2023-03-31 23:58:29,department-of-veterans-affairs/va.gov-team,HTML,Public resources for building on and in support of VA.gov. Visit complete Knowledge Hub:
136202695,2020-01-01 19:02:18,2023-03-31 23:42:21,mlflow/mlflow,Python,Open source platform for the machine learning lifecycle
137451403,2020-01-01 10:06:52,2023-03-31 23:20:06,alibaba/nacos,Java,"an easy-to-use dynamic service discovery, configuration and service management platform for building cloud native applications."
137503442,2020-01-01 08:03:23,2023-03-31 23:30:51,void-linux/void-packages,Shell,The Void source packages collection
139914932,2020-01-01 09:30:45,2023-03-31 23:58:40,quarkusio/quarkus,Java,Quarkus: Supersonic Subatomic Java.
143040428,2020-04-28 22:59:30,2023-03-31 23:58:48,github/codeql,CodeQL,The libraries and queries that power CodeQL and LGTM.com
145670234,2020-01-01 10:16:47,2023-03-31 22:47:18,open-mmlab/mmdetection,Python,OpenMMLab Detection Toolbox and Benchmark
145880460,2020-01-01 08:19:47,2023-03-31 23:39:28,aws-amplify/amplify-cli,TypeScript,The AWS Amplify CLI is a toolchain for simplifying serverless web and mobile development.
146327667,2021-09-14 06:00:11,2023-03-31 23:57:51,vectordotdev/vector,Rust,A high-performance observability data pipeline.
146941185,2020-01-01 10:02:19,2023-03-31 23:54:54,firebase/firebase-android-sdk,Java,Firebase Android SDK
149121954,2020-01-01 15:12:24,2023-03-31 23:57:31,openjdk/jdk,Java,JDK main-line development
153097643,2020-04-22 23:12:39,2023-03-31 23:45:01,openvinotoolkit/openvino,C++,OpenVINO™ Toolkit repository
155220641,2020-01-01 09:24:01,2023-03-31 23:55:54,huggingface/transformers,Python,"🤗 Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX."
156939672,2020-01-01 08:59:47,2023-03-31 23:53:39,microsoft/onnxruntime,C++,"ONNX Runtime: cross-platform, high performance scoring engine for ML models"
157166750,2020-03-15 16:00:51,2023-03-31 23:39:18,lensapp/lens,TypeScript,Lens - The way the world runs Kubernetes
158256479,2020-05-28 04:56:23,2023-03-31 23:23:06,apache/iceberg,Java,Apache Iceberg
160083795,2020-01-01 08:05:31,2023-03-31 23:47:21,SerenityOS/serenity,C++,The Serenity Operating System 🐞
164140756,2020-09-21 22:57:09,2023-03-31 23:57:35,files-community/Files,C#,Building the best file manager experience for Windows
166515022,2020-12-28 07:06:56,2023-03-31 23:50:09,trinodb/trino,Java,"Official repository of Trino, the distributed SQL query engine for big data, formerly known as PrestoSQL (https://trino.io)"
173335706,2021-04-16 00:00:32,2023-03-31 23:59:54,apache/dolphinscheduler,Java,"Apache DolphinScheduler is a distributed and extensible workflow scheduler platform with powerful DAG visual interfaces, dedicated to solving complex job dependencies in the data pipeline and providing various types of jobs available out of box."
178626720,2022-06-16 02:07:58,2023-03-31 23:55:03,Lightning-AI/lightning,Python,"Deep learning framework to train, deploy, and ship AI products Lightning fast."
180481986,2020-08-01 00:39:11,2023-03-31 22:43:54,apache/apisix,Lua,The Cloud-Native API Gateway
181746158,2020-01-01 08:29:33,2023-03-31 21:42:39,freddier/hyperblog,HTML,Un blog increíble para el curso de Git y Github de Platzi
183483988,2020-01-01 14:16:27,2023-03-31 23:54:09,ruffle-rs/ruffle,Rust,A Flash Player emulator written in Rust
184456251,2020-01-01 08:03:40,2023-03-31 23:30:07,microsoft/PowerToys,C#,Windows system utilities to maximize productivity
189621607,2020-10-08 00:15:45,2023-03-31 23:28:11,github/docs,JavaScript,The open-source repo for docs.github.com
192925833,2020-03-31 21:17:02,2023-03-31 23:47:53,prisma/prisma,TypeScript,"Next-generation ORM for Node.js & TypeScript | PostgreSQL, MySQL, MariaDB, SQL Server, SQLite, MongoDB and CockroachDB"
196353673,2020-01-01 11:05:52,2023-03-31 21:35:15,taosdata/TDengine,C,"TDengine is an open source, high-performance, cloud native time-series database optimized for Internet of Things (IoT), Connected Cars, Industrial IoT and DevOps."
196414933,2020-01-03 01:43:36,2023-03-31 22:32:41,open-telemetry/opentelemetry-collector-contrib,Go,Contrib repository for the OpenTelemetry Collector
197153676,2020-01-02 10:56:30,2023-03-31 23:59:42,Chia-Network/chia-blockchain,Python,"Chia blockchain python implementation (full node, farmer, harvester, timelord, and wallet)"
197275551,2020-05-19 22:56:02,2023-03-31 23:56:10,microsoft/winget-pkgs,PowerShell,The Microsoft community Windows Package Manager manifest repository
201546443,2020-01-01 21:25:55,2023-03-31 21:58:23,trustwallet/assets,Go,"A comprehensive, up-to-date collection of information about several thousands (!) of crypto tokens."
202429703,2022-03-24 07:24:24,2023-03-31 22:18:34,firebase/flutterfire,Dart,🔥 A collection of Firebase plugins for Flutter apps.
203874269,2021-01-28 04:24:26,2023-03-29 03:55:16,section-engineering-education/engineering-education,SCSS,A community-generated pool of educational content which is useful for engineers of every level.
204671232,2020-01-01 16:57:24,2023-03-31 23:58:11,conan-io/conan-center-index,Python,Recipes for the ConanCenter repository
210716005,2020-01-01 08:20:59,2023-03-31 23:59:46,dotnet/runtime,C#,".NET is a cross-platform runtime for cloud, mobile, desktop, and IoT apps."
221981891,2020-01-22 11:00:25,2023-03-31 23:57:10,microsoft/playwright,JavaScript,"Node library to automate Chromium, Firefox and WebKit with a single API"
228683419,2020-01-14 22:19:24,2023-03-31 23:09:10,google/it-cert-automation-practice,Python,Google IT Automation with Python Professional Certificate - Practice files
234798675,2020-01-19 05:13:55,2023-03-31 23:40:16,bevyengine/bevy,Rust,A refreshingly simple data-driven game engine built in Rust
236095576,2020-11-03 17:34:12,2023-03-31 23:57:43,backstage/backstage,TypeScript,Backstage is an open platform for building developer portals
237523442,2020-02-11 03:59:29,2023-03-31 23:37:50,tailscale/tailscale,Go,"The easiest, most secure way to use WireGuard and 2FA."
237867883,2020-06-01 11:18:23,2023-03-31 20:24:19,metersphere/metersphere,Java,MeterSphere 是一站式开源持续测试平台，覆盖测试管理、接口测试、UI 测试和性能测试等。搞测试，就选 MeterSphere！
243435179,2020-03-03 00:53:27,2023-03-31 23:33:11,LeetCode-Feedback/LeetCode-Feedback,,
244694174,2020-07-02 02:09:38,2023-03-31 23:59:47,project-chip/connectedhomeip,C++,"Matter (formerly Project CHIP) creates more connections between more objects, simplifying development for manufacturers and increasing compatibility for consumers, guided by the Connectivity Standards Alliance."
246777728,2020-03-12 16:09:21,2023-02-17 13:32:42,JacksonKearl/testissues,,Clone of the vscode issue stream.
254264994,2020-04-09 11:47:42,2020-04-09 11:47:42,logseq/logseq,,
257485422,2020-05-22 21:01:20,2023-03-31 23:47:45,vitejs/vite,TypeScript,Next generation frontend tooling. It's fast!
260240241,2022-02-06 23:14:41,2023-03-31 23:51:59,mui/mui-x,TypeScript,MUI X: Advanced and powerful React components for complex use-cases.
262296122,2020-05-08 18:38:17,2023-03-31 22:44:08,PaddlePaddle/PaddleOCR,Python,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages recognition, provide data annotation and synthesis tools, support training and deployment among server, mobile, embedded and IoT devices)"
262395224,2020-05-19 23:14:28,2023-03-31 23:22:22,dotnet/maui,C#,".NET MAUI is the .NET Multi-platform App UI, a framework for building native device applications spanning mobile, tablet, and desktop."
264818686,2020-05-28 06:58:41,2023-03-31 23:52:36,ultralytics/yolov5,Python,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite
266231149,2020-05-23 08:06:07,2023-03-31 23:49:47,logseq/logseq,Clojure,"A privacy-first, open-source platform for knowledge management and collaboration. Desktop app download link: https://github.com/logseq/logseq/releases, roadmap: https://trello.com/b/8txSM12G/roadmap"
268424739,2021-05-30 16:54:44,2023-03-31 23:57:48,helix-editor/helix,Rust,A post-modern modal text editor.
275993885,2020-07-10 00:14:45,2023-03-31 23:30:48,appsmithorg/appsmith,TypeScript,"Quickly build any custom business software like admin panels, internal tools, dashboards and more with pre-built UI widgets that connect to any database, GraphQL or REST API, controlling everything with Javascript."
281319253,2020-08-18 10:00:24,2023-03-31 23:57:10,element-plus/element-plus,Vue,🎉 A Vue.js 3 UI Library made by Element team
281500451,2020-07-22 04:43:56,2023-03-31 23:23:11,Skyrat-SS13/Skyrat-tg,DM,A skyrat downstream of /tg/station SS13.
281975310,2020-09-03 15:20:50,2023-03-31 23:33:33,type-challenges/type-challenges,TypeScript,Collection of TypeScript type challenges with online judge
283046497,2020-09-19 12:04:57,2023-03-31 23:54:41,airbytehq/airbyte,Java,"Airbyte is an open-source EL(T) platform that helps you replicate your data in your warehouses, lakes and databases."
284871753,2020-09-05 01:40:06,2023-03-31 22:35:26,flybywiresim/a32nx,HTML,"The A32NX Project is a community driven open source project to create a free Airbus A320neo in Microsoft Flight Simulator that is as close to reality as possible. It  aims to enhance the default A320neo by improving the systems depth and functionality to bring it up to payware-level, all for free."
285902689,2021-07-20 09:38:25,2023-03-31 23:58:07,Expensify/App,JavaScript,"Welcome to New Expensify: a complete re-imagination of financial collaboration, centered around chat. Help us build the next generation of Expensify by sharing feedback and contributing to the code."
287113304,2020-08-20 02:59:17,2023-03-31 23:55:47,newrelic/docs-website,JavaScript,Source code and public issue backlog for @newrelic docs. We welcome feedback on the docs in GitHub issues!
292673424,2020-09-16 11:19:33,2023-03-31 23:58:12,cloudflare/cloudflare-docs,JavaScript,Cloudflare’s developer docs.
294546561,2020-11-12 04:03:07,2023-03-31 22:28:03,microsoft/vscode-jupyter,TypeScript,VS Code Jupyter extension
295774370,2020-09-15 23:42:30,2023-03-31 23:39:53,mdn/content,Markdown,The content behind MDN Web Docs
304344049,2021-03-12 07:03:01,2023-03-31 23:33:31,sveltejs/kit,JavaScript,The fastest way to build Svelte apps
307260205,2021-02-24 23:22:25,2023-03-31 23:36:40,yt-dlp/yt-dlp,Python,A youtube-dl fork with additional features and fixes
307489284,2021-11-22 23:33:03,2023-03-31 23:38:19,remix-run/remix,TypeScript,"Build Better Websites. Create modern, resilient user experiences with web fundamentals."
310632133,2020-11-06 23:19:28,2023-03-31 03:54:06,solana-labs/token-list,Go,The community maintained Solana token registry
319742187,2020-12-09 03:38:25,2023-03-31 22:50:09,mdn/translated-content,Markdown,The source repository of all translated content for MDN Web Docs
330914717,2022-01-11 00:16:54,2023-03-31 23:55:30,unifyai/ivy,Python,The Unified Machine Learning Framework
348822769,2021-10-12 22:01:09,2023-03-31 04:33:52,nuxt/framework,TypeScript,The Hybrid Vue(3) Framework.
354743391,2021-07-07 00:12:30,2023-03-31 23:57:47,o3de/o3de,C++,"Open 3D Engine (O3DE) is an Apache 2.0-licensed multi-platform 3D engine that enables developers and content creators to build AAA games, cinema-quality 3D worlds, and high-fidelity simulations without any fees or commercial obligations."
359227401,2021-04-25 11:32:01,2023-03-31 23:26:23,PixelExperience/android-issues,,Issue tracker
364319186,2021-05-17 16:57:36,2023-03-31 23:44:41,filecoin-project/filecoin-plus-large-datasets,,
368199998,2021-05-17 21:41:50,2023-03-31 21:44:47,TP-Lab/tokens,Rich Text Format,Token assets for TokenPocket
368288588,2021-05-18 02:56:33,2023-03-31 04:46:06,idsb3t1/KEEP-pipeline-tests-resources,,
383940088,2021-07-08 09:17:16,2023-03-31 21:57:25,ShadowMario/FNF-PsychEngine,Haxe,Engine originally used on Mind Games mod
399567620,2022-04-01 05:31:22,2023-03-21 22:22:43,element-fi/elf-council-frontend,CSS,Frontend repository for governance
408858330,2021-10-13 20:37:54,2023-03-31 23:32:45,raycast/extensions,TypeScript,Everything you need to extend Raycast.
408894306,2021-09-22 00:29:49,2023-03-31 23:59:47,google-test/signclav2-probe-repo,,
450258305,2022-01-25 03:14:22,2023-03-29 17:33:44,helium/denylist,,
457498892,2022-03-23 03:11:37,2023-03-26 21:32:12,archway-network/testnets,,This repository contains archway testnets
462096007,2022-03-26 15:53:52,2023-02-28 22:51:26,taozhiyu/TyProAction,Inno Setup,A Github Action about Ty (Pro Version)
480480380,2022-05-03 01:17:02,2023-03-27 22:38:03,education/GitHubGraduation-2022,JavaScript,"Join the GitHub Graduation Yearbook and ""walk the stage"" on June 11."
499184667,2022-07-07 02:53:07,2023-03-31 21:34:24,ValveSoftware/Dota2-Gameplay,,Public Bug Tracker for Dota2
516657210,2022-07-22 15:41:50,2023-03-31 23:58:58,wjz304/Redpill_CustomBuild,Shell,Redpill 定制化编译
527591471,2022-08-22 22:05:28,2023-03-31 23:57:28,AUTOMATIC1111/stable-diffusion-webui,Python,Stable Diffusion web UI
